question,document_identifier
"Hi there,I've noticed there was since May a new iDRAC update. Available version is 2.80.80.80What I've noticed on my 3 home-lab servers (2xR730 and 1xR630) is:None of them found the new update since weeks (and I've auto download/install) configuredIf I install 2.80.80.80, it will automatically find the previous 2.75.100.75 as ""new""As I've this issue on my 3 servers, there is a pretty good chance it is a general issue. Can somebody escalate this to the ""repository team""?(I had the same kind of issues here before)Thanks in advance! ",doc_793
"Hi there,I've some issues on my lab server (so no warranty/support anymore), which is a PowerEdge R730. It is not critical but it is annoying and if we find a solution or if several people have the same issue, it might help more...So my server is configured to check daily updates directly on downloads.dell.com and install updates at each reboot. Its a lab, I like to have always the latest versions and this server is powered only when I need extra ressources.Now the issues:- Dell Remote Access Controller: version 2.75.75.75 is available and I already tried to install it, but the next day when it checks updates again, it detects 2.70.70.70 as a newer version and overwrite the other at the next reboot.- IDSDM: it detects a newer version when my server is powered off, but when it boots, it can never install it as it might be the same (and I lose time as it goes through the Lifecycle). IDSDM reports N/A when the server is off and 1.11 when it's on. The detected file is the following: Firmware_4D1YH_WN64_1.11_A02_01.EXEAny chance somebody knows a way to fix this ? Maybe there is some commands to reset updates ""database"" (if it exists) or something else.In advance, many thanks for your helpKind regards",doc_794
"Hi there,Is it possible to attach an external RAID enclosure to the R210 II's eSata port, so that it comes as a single drive to system? I cannot think of why not but Has anyone tried that before? I'm thinking of ordering Icy Box IB-RD3640SU3 (couldn't find anything else suitable in UK) for that purpose, but wanted to make sure it works (or tried before) rather ordering and returning if it doesn't. Just make it clear: I don't wanna use the disks separately in the enclosure, like when you use a RAID controller.Is there any known limitation on the said eSata port? I'll be using 4x2TB drive in RAID-5 configuration on Ubuntu.-S  ",doc_795
"Hi there,It is my first post here. I have an issue with my PowerEdge T330.Even using the two redundant power cable, the current measure in IDRAC display 0 Watts.There is no warning, everything works except for this measurement. I have the same result using IPMI or racadm.Thank you very much",doc_796
"Hi there,My R220 didn't come (from eBay) with the left-hand side disk holder/cage, so I used the cage from the unused 210. Now I need to use both but cannot find the holder for any of 'em. Could anyone tell me the part number and/or a source to but it from pls?-S",doc_797
"Hi there,Trying to figure out my power consumption of servers with respect of installing a new AC unit and potentially adding a battery pack on UPS. By no means do I consider myself an electrician so I would value your input.I am basing my calculations of this article where in essense the formula is: Equipment BTU = Total wattage for all  equipment x 3.5Q: Is it safe to assume that if a server has dual power supply to double the wattage used?After digging through some dell docs and random sites I gathered the following info and I am not sure if this is correct assumption: Dual Power Supply Wattage Total WattagePowerEdge 850no345345PowerEdge  1550 no240240PowerEdge  1750 yes320640PowerEdge 1750yes320640PowerEdge 1850yes5501100PowerEdge 1850yes5501100PowerEdge 1850no550550PowerEdge 1950yes6701340PowerEdge 2850yes7001400PowerEdge 2900yes9301860Grand Total Wattage:9215Total BTU needed:32252.51 Ton of cooling = 12K BTUs roughly needing a 2.6 Ton AC unit.Does this sounds right? Your thoughts?Granted I am not including the room size etc. but I just wanted to make sure that I am calculating the consumption of servers correctly. I have also read that these are just starting numbers and that number of disks in raid and memory sticks in server will draw more power...something as adding 10W per per disk/memory stick...is this true??Thanks for your time!",doc_798
"Hi there,We've neglected to upgrade our PowerEdge R910's BIOS since we bought them 3-4 years ago, so we are currently running on 1.1.7 - for the past 2-3 days, I have trying to upgrade the BIOS to 2.10 (and below) but failing miserably.I have updated the iDrac firmware to 1.98 (Build 08) and Lifecycle Controller Firmware to 1.6.0.73, when I go into LC Platform Update, select FTP, I get the available list and the only component which needs to be updated is the BIOS, everything else has successfully updated fine.  When I select BIOS update, it starts to download the file and then apply it but an error mismatch notification is displayed and server reboots back into LC.I have gone to downloads.dell.com site and downloaded previous BIOS updates ie R910010202C.exe, R910-020500C.exe and the latest R910-021000.exe, copied one of them onto a USB stick and tried to update the BIOS within LC Platform Update via USB - it reads the USB and then comes up with a Dell Non-Authorised message (which is what I was getting via the FTP update before updating iDrac & LC to a newer version).We are running ESXi 5.5U2 on the units and I'm at loss now on how I can bring the BIOS update to date.Any help/suggestions is much appreciated.",doc_799
"Hi there,Which are the other vendors' SAN switches compatible with this card? Is there any list?   (in particular with HPE switches) Thanks!Andrea",doc_800
"Hi there,this is a question concerned with the first stepsusing iDRAC (in a special setup). I think I have to dig throughthe stuff but my hope is you can give me basic info to letme carry on a little bit more targeted….in a remote LAN we run a poweredge 730. The IT serviceconfigured an iDRAC with an internal IP. Parallelly we can access a root server within the same remote LAN. So logged into the iDRAC via sshand changed the password. Unfortunately wedon’t have access to their vpn. So my questions is what couldbe the best solution in order to access it:1.) let them configure an external IP  2.) on the shell I can see that the IDRAC interface opens 4 ports:     22/tcp   open  ssh     80/tcp   open  http      443/tcp  open  https     5900/tcp open  vnc     Could it be a more or less good solution to make a port forwarding e.g. with iptables     from that root server in the remote LAN in order to enable access to the iDRAC from remote ?   Sorry for this beginner questions. The main thing I’d like ask is how the client is look like, i.e. do we have a web based solution here or do I haveto download client program similar to the graphical client that let allows people to administer an ESXi Host.Looking forward to you answers. Some short info , link etc. would be great.Cheers,Matti",doc_801
"Hi there, Does anybody know if the 321-BDUX : 3.5"" Chassis with up to 4 Hot Plug Hard Drives be exchanged for a 321-BDUW : 2.5"" Chassis with up to 8 Hot Plug Hard Drives for the PowerEdge R340 servers. We have two of these servers operating and have purcahsed a spare one with a 4x 3.5"" hardrive enclosure. We were just wanting to know if these enclosures are interchangeable. This may mean a new harddrive backplane and raid controller card to??? Thanks for any feedbackMat",doc_802
"Hi thereI have a Dell 620 server, where the iDrac will not login, I get the login page and add the credential, but it just never responds. Anyway I know I can reset the iDrac by holding in the little 'i' button on the front panel, but I need to know the consequences of doing so...Will this re boot the server?Will this reset the iDrac settings back to default?If it resets it, does it just restart the iDrac and let me using previous settings?Many thanks people,Kev",doc_803
Hi thereReceived my T140 an upgrade for the T20. Just a Flashing Amber led on the Motherrboard ? bugging me.Is this normal?  ,doc_804
"Hi thereWas hoping someone would be able to advise me here.  Im trying to upgrade our RAM in a T620 we have.  Dual processor setup.  We currently have 32GB split across 8 sticks of the following RAM :https://www.ebay.com/itm/Hynix-4GB-2Rx8-PC3L-10600R-DDR3-1333-ECC-REG-1-35V-240pin-RDIMM-HMT351R7BFR...I can clearly see on the specs of this RAM that its Registered.. These are in slots A1, A2, A3, A4, B1, B2, B3 and B4I have been asked to upgrade the RAM by another 16GB and was sent 4 of these to do it : https://www.memory4less.com/hypertec-4gb-ddr3-pc10600-nl797aa-hy I installed them in slots A5,A6,B5 and B6 respectively in a narrow window last night but the server wouldnt post - got the orange PST0129 error on the LCD display.  I didnt have time to remove all the original RAM and try with just the new ones to see if they were the problem, I just removed the new RAM and got the server back up and running.Im struggling to find specs on the new RAM that tells me if its registered or not but it does say Unbuffered - is that the same thing?  Is that the problem that I have a conflict with the RAM and need to go back to my manager and ask for different RAM or have I misunderstood the DIMM slot setup and put the additional RAM in the wrong slots?Any advice would be very helpful..ThanksJim",doc_805
